Brand,Category,Title,Text,Rating,Date,Source
Rapanui,Ethical Fashion,Delivery,Having an issue with a parcel going to wrong address. They sort this out fast and in the best way possible. Great job!,5,2026-06-11 10:25:22+00:00,Trustpilot
ASOS,Fast Fashion,Misleading offers,"Sent me an email offering a discount. Tried using it within 24 hours but said it had expired. No expiry date on email. Customer Services, ifvyou can call them that, not interested. So beware misleading and unhelpful emails. Then cut me off chat. So i have no records",1,2026-06-11 09:27:10+00:00,Trustpilot
Boohoo,Fast Fashion,"First time customer to this site, order issues","First time customer to this site. Bought a black jumpsuit, US size 12, received a 16. I contacted customer serivce to report the wrong size and asked for them not to charge me for the return since the error was on their end. They replied that since I ordered a 16, they would not be able to provide free shipping. I had to send them a screen shot of my receipt which clearly showed I ordered a 12, and then they agreed to comp the shipping. In the meantime, I placed a second order, again for a US size 12, and paid for Fedex 3-day shipping, as I originally ordered the jumpsuit to wear to a business conference. On the day I was supposed to receive the order, I checked the tracking, and the order was stuck in customs in Dallas. It remained stuck there for 5 days. Needless to say, I did not receive the order in time.  When the order finally arrived, it was the wrong size, AGAIN.  So now I am returning this item again. I have placed the order for a third and final time. It is a nice jumpsuit and exactly what I am looking for, so that is why I keep trying. I hope the 3rd time is the charm. What I think the issue is is that they have UK and US sizing, and someone at the warehouse keeps messing up or their labeling systems are not accurate.",2,2026-06-11 03:35:48+00:00,Trustpilot
Boohoo,Fast Fashion,I placed an order on 15th May 2026 and…,I placed an order on 15th May 2026 and it is now 11th June 2026. I have not received my items. I have tried getting in contact on multiple platforms - SMS messenger and email. Via email I have been asked to lodge a return - I have nothing to return I want a refund! I am only getting bot general responses getting me nowhere and no actual resolution. I just want a full refund including shipping and to speak to an actual person. Terrible service.,1,2026-06-11 02:50:40+00:00,Trustpilot
ASOS,Fast Fashion,Absolute scammers.,Absolute scammers.. payed for next day delivery and it never arrives next day.. ordered a few items for my holiday and still didnt arrive they take your money and thats it.. no customer service or direct line to speak to anyone.. crap.. useless..theives!!!,1,2026-06-10 23:54:44+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Good quality clothes,"Good quality clothes, bought some dungarees which turned out to be too big and super easy to exchange it for another size - thank you!",5,2026-06-10 23:38:34+00:00,Trustpilot
ASOS,Fast Fashion,Zero stars if I could,"Zero stars if I could! This charging you £3.95 to send the parcel, then another £3.95 deducted from your refund is an absolute con. Especially when one of the items measured 3 sizes smaller than it should have. So not my fault. But speaking on a chat to an agent gets you nowhere, as they just don't get the point. I used to love ordering from here, but lately it's one big stress, because you get punished for returning things. Sort your sizing out then! Simple 🤷",1,2026-06-10 21:40:12+00:00,Trustpilot
Missguided,Fast Fashion,Return system is awful and should be…,Return system is awful and should be reported to retail authorities board.. do not buy from misguided you will not get your money back,1,2026-06-10 21:09:18+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Amazing support,"To start with, the clothes are amazing! I love the designs, vibrant colours and the nice fabrics. Unfortunately most of the clothes were too big for me so I have to return most of them but I got wonderful support about sending them back, discountcodes and help with finding the correct measurements. So I am very happy about that and hopefully will frolick in my new outfits soon!",5,2026-06-10 20:22:35+00:00,Trustpilot
ASOS,Fast Fashion,Placed an order and checked the…,Placed an order and checked the tracking and tracking stated that it was returned to ASOS due to not paying duties. I have never received any notification that duties were owed. Reached out to customer service and was told that I will have to wait 21 business days for a refund due to having to wait for my package to arrive back at ASOS. Carrier service - 0 stars Customer service 1 star Would not recommend ordering from here.,1,2026-06-10 19:47:47+00:00,Trustpilot
Missguided,Fast Fashion,MISSGUIDED now owned by SHEIN,"Purchased 2 tops from MISSGUIDED. Paid for expedited delivery, it still arrived late. Then discovered this was because the parcel was coming from China. Only because I tracked it. This was not clear when ordering. Thought that very odd. Googled it. Apparently MISSGUIDED is now owned by SHEIN. The tops were of extremely poor quality. Shock. Requested to send them back. Made to pay for return postage. This was way back ant the start of April. No refund received and customer services completely ignoring my emails.",1,2026-06-10 19:03:00+00:00,Trustpilot
ASOS,Fast Fashion,"YOU WILL BE CHASING YOUR REFUND, Think before buying from this company",On a the 1st May I made an order that I returned for exchange as it was to big. After waiting two weeks I had received nothing so reached out to the company enquiring why I had not received my exchange or a refund? from thereon in over the following weeks they have continued to fob me off with (“we will send you a refund” “we have informed the Managers who will be in touch” “we have escalated the problem” when I ask them for a timeline they state they don’t have one. I’am now into the sixth week and I’am having to chase them every 4/5 days. They obviously have the idea of ignoring the customer until you either give up or forget. The fact that they continue to send me emails on different offers is such an insult. If I could have given 0 stars believe me I would have.,1,2026-06-10 18:20:41+00:00,Trustpilot
Boohoo,Fast Fashion,DATA BREACH,DATA BREACH - BOOHOO sent me a coat with another customers bag in the pocket must have been from a previous order so I can see the previous customers name and address this is a security breach and they are not replying to assisting to my emails I don't think they understand the Importance,1,2026-06-10 17:58:30+00:00,Trustpilot
ASOS,Fast Fashion,Dress very poor quality and customer…,Dress very poor quality and customer service only through a chat bot,1,2026-06-10 17:50:41+00:00,Trustpilot
Missguided,Fast Fashion,AVOID AVOID AVOID,"AVOID AVOID AVOID Really wish I had read the reviews on here before purchasing items from this website. The reviews that they allow to be posted on the website show NO reflection of what this company is like, I wouldn't be surprised if they were fake tbh. I ordered £80 worth of stuff for a hen do and not one item arrived looking like it did on the website. Returns are such a faff I have never experienced anything like it. I was told my order wasn't recognised when requesting a refund on the portal so had to email them. They were quick getting back to me & said I had to create the label myself & cover the cost of the refund which in the end cost me £6!! I did finally get a refund but I think this may have only been because I paid with a credit card as im aware other people from these reviews haven't had a refund at all. Will NEVER use again",1,2026-06-10 17:39:21+00:00,Trustpilot
ASOS,Fast Fashion,"Years of Loyalty, Deeply Disappointing Experience","I have been an ASOS customer for years, but my  experience has been increasingly disappointing in the past few months. ASOS recently informed customers in Ireland that Next Day Delivery is no longer available and that customers wishing to receive a refund for their Premier Delivery subscription must contact customer service. However, the email provided no contact details despite requiring customers to get in touch. ASOS no longer provides a customer service email address or phone number, leaving Live Chat as the only way to contact them. I spent over an hour on chat trying to discuss a refund for a service that ASOS has acknowledged it can no longer provide. I was told I would receive an email confirmation regarding my refund request, but no email was ever received. I was also unable to obtain any timeframe for a response to my complaint. To make matters worse, I had previously reported issues with the Next Day Delivery service and was told nothing could be done. It now appears those issues were part of a wider problem affecting customers in Ireland. The website experience has also deteriorated significantly. Items frequently appear to be available, only to disappear and show as unavailable when selected. My biggest disappointment is not the removal of Next Day Delivery itself, but the way ASOS has handled communication, refunds and customer support. Customers should not have to spend hours chasing refunds for services that are no longer being provided.",1,2026-06-10 17:13:33+00:00,Trustpilot
ASOS,Fast Fashion,Dealing with ASOS customer service is…,"Dealing with ASOS customer service is excruciating. I asked for a refund on ASOS Premier, as it isn't explained that it doesn't cover brand partners during the sign-up process. I didn't use the service and asked for a refund within 30 minutes under the cooling off terms in the Consumer Rights Act. They initially refused. I asked to log a complaint and they continued to stall until eventually agreeing to the refund. They promised I'd receive an email confirmation shortly afterward but heard nothing since.",1,2026-06-10 15:19:03+00:00,Trustpilot
ASOS,Fast Fashion,The worst customer service I have ever…,"The worst customer service I have ever received when trying to make a return. I tried to make a return for several items, the system would not let me - first it said it worked then I never received a QR code, then I tried again and it said there were too many items, then I tried again and it only gave me the option for the return to be collected rather than dropped off. I tried to speak to the customer service online chat. The AI assistant asked me 5 times whether I wanted to speak to an agent, which I replied yes every time. Once I was finally through to an agent named Eric Disilva, this person was incredibly unhelpful and slow. He did not listen to the issue and just went ahead and created three InPost returns and said it was important that specific items went with specific returns. It took him over an hour to do this. I did not have any clarity over which items were meant to go with which return. I asked him for a confirmation email of the items that he had selected to be returned and his response was I'll get an automatic email sent at some point, but do not wait for this and just send the parcels off. He then ended the chat without anything being resolved. I will never use asos again. I will never recommend it to anyone. I understand they are trying to reduce the amount that people are returning, but they have now made it impossible to return and have the worst customer service.",1,2026-06-10 14:51:02+00:00,Trustpilot
ASOS,Fast Fashion,I think even 1 star is too generous…,"I think even 1 star is too generous for the absolute joke that ASOS has become. I’ve been shopping on there for years now and never had any problems, but clearly they’re so financially screwed right now that they’ve just taken to scamming money from their customers. Ordered a Playsuit from them at the end of May, however when I tried it on the straps were way too short and not adjustable. I couldn’t even get it up. Don’t even get me started on the fact that they lie about their models heights making it extremely difficult to judge if things will fit. Either way I placed a return for this item only to receive an email stating that my return had been rejected. The reasons they stated were that the item was returned in a used and unsuitable condition which is absolutely ridiculous considering it was out of the bag less than 5 minutes. Just to be clear, the label was not removed and it was sent back in the exact bag it was sent in. Crazy, because if they deem the item used and unsuitable, that means it was sent out to me that way and they clearly don’t care about quality checks on clothing. Personally I think the item was in pristine condition and they’re just trying to money grab where they can at this point. I also want to clear up that I’m not a serial returner, I don’t ever order multiple sizes or even place huge orders in general. In fact my return rate is at 25% and I don’t often have issues. What’s really got to me about this whole situation is the lack of customer service or care. I managed to get in touch with a customer service agent on Sunday morning, who was the most unhelpful, unsympathetic person I’ve ever dealt with. He claimed he was escalating the situation and that I’d hear back about the outcome in no less than 24 hours and I’m yet to hear back. I’ve now been sat in the chat again since yesterday morning, going round in circles with an AI bot, waiting to be connected to an agent. Clearly shopping here isn’t worth the hassle anymore and I’ll be deleting my account with them.",1,2026-06-10 14:16:37+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Exchange process,"Recently had to return an item as too small, decided to exchange for a different item. The exchange process was really easy and I recieved my new item a few days later. Very speedy service",5,2026-06-10 13:13:11+00:00,Trustpilot
ASOS,Fast Fashion,Truly terrible company,Truly terrible company. Paid for a year of next day delivery. How long did my delivery take? 5 DAYS Also the nerve to then reject a return that was one day late!!! Will never shop again. The amount of notifications from the app is so annoying I have deleted forever and will truly never use ASOS again.,1,2026-06-10 12:59:24+00:00,Trustpilot
Boohoo,Fast Fashion,got conned into paying a extra £2.99 at…,got conned into paying a extra £2.99 at checkout on top.of the delivery charge as boo hoo  say you have to opt out of damage/lost or stolen so beware delivery will cost you double and they wont rermburse it if items lost/damaged or stolen its down to them anyway CON CON CON BEWARE THE EXTRA £2.99 U HAVE RO OPT OUT BUT YOU GET CAUGHT AS YOU DONT EVEN SEE IT,1,2026-06-10 12:32:09+00:00,Trustpilot
ASOS,Fast Fashion,I've been really disappointed with ASOS…,"I've been really disappointed with ASOS lately. Customer service is lacking and getting help when there’s an issue can be frustrating and time-consuming. The quality and overall product range seem to have gone downhill significantly compared to previous years. It’s become much harder to find anything decent, and many items feel overpriced for what you actually receive. The website still offers a large selection, but sorting through it to find good-quality pieces is increasingly difficult. What used to be a go-to retailer now feels inconsistent and unreliable. When problems arise, customer support often falls short of expectations, making the experience even more disappointing. Overall, ASOS is not the retailer it once was. Between the decline in product quality and the poor customer service, I find it hard to recommend shopping there these days.",2,2026-06-10 11:39:29+00:00,Trustpilot
Rapanui,Ethical Fashion,Poor quality and customer service,"I have been a customer of Rapanui for several years but unfortunately I will not be purchasing from them again. I purchased several pairs of men's boxers which all came unstitched on the same seam. The items were not good quality and they did not last as long as other organic boxers I have purchased previously and, as an eco-conscious  customer, I am mindful that the durability of an item forms a considerable part of its overall sustainability. Customer services refunded me for one pair of the boxers but this does not address my concerns about the quality of the product. I was also disappointed with the customer service I received. There is no direct contact number and, after submitting an enquiry, I was emailed with a ticket number and had to wait several days for a response. On replying to the response given, I was then issued a new ticket number rather than being able to reply to the customer service advisor I had been dealing with and I have not received any further communication. My overall experience was very disappointing.",2,2026-06-10 10:09:47+00:00,Trustpilot
Missguided,Fast Fashion,Never would I thought that returning…,Never would I thought that returning clothes would be so difficult. Never known a clothing company want pictures of proof of postage and don’t provide return labels. Still haven’t received my refund still can’t get through to the right team about my returns. What a shambles. When replying to the emails just don’t get response. Do not use this business. Quick to take you’re money,1,2026-06-10 08:48:09+00:00,Trustpilot
Boohoo,Fast Fashion,Very fast response and very helpful…,Very fast response and very helpful after my enquiry.,5,2026-06-10 08:21:00+00:00,Trustpilot
Boohoo,Fast Fashion,"Returns a faff, but customer service good.","Items arrived fairly promptly. Was happy with one, but the other was not what I was expecting from the picture, so returned. Bit of a faff as I don't have an account and ordered as a guest. However, once I figured it out it was ok. Waited a week for them to say that they had got it and to let me know, eventually contacted customer services. Finn, bless him, replied promptly to say that it had been received and was in the process of being refunded. Full marks for customer service, less so for complicated returns procedure. And why no phone number? Would have been much easier with one.",3,2026-06-10 07:19:06+00:00,Trustpilot
Boohoo,Fast Fashion,Kai was such a great help when I…,Good customer service. Kai was such a great help when I contacted boohoo on instagram for help and came across very nice!,5,2026-06-10 00:40:29+00:00,Trustpilot
Missguided,Fast Fashion,Poor excuse for an Ecomm business,"Poor quality items Returns process doesn't appear to work Asking to select a specific carrier, diverts to their website , evri, then doesnt recognise miss guided as a business. Contact support at missguided asked to up load proof of sending the return back via a contact form on their website but it has no option to upload. Lots of consistent reviews on here the same as mine.  Garbage scam business . Terrible . Save yourself the time and use AX Paris...",1,2026-06-09 22:11:00+00:00,Trustpilot
Boohoo,Fast Fashion,I liked how quick the items arrived.,I liked how quick the items arrived. Unfortunately because the shoes didn’t fit I had to return. It’s taken me 2/3 hrs to get to the return being actioned by Kai. After she looked into the request I had sent. The return portal wasn’t working it needs replacement ideas? Thank you to Kai for giving me good customer service. Just awaiting monies returned ( obviously when I’ve actually returned them .,3,2026-06-09 21:39:05+00:00,Trustpilot
Rapanui,Ethical Fashion,A query about V-necked t-shirts,"A query about V-necked t-shirts was dealt with quickly.  They do have them but seem a bit lost on the website.  Not immediately obvious, though now I know where to search. Maybe they could have a place on the main menu for themselves?  I've bought numerous items for myself and friends since Rapanui started and never had a faulty or unexpected size from them.  Really great quality products and designs.",5,2026-06-09 21:11:19+00:00,Trustpilot
Finisterre,Ethical Fashion,The staff at the Cambridge store are…,"The staff at the Cambridge store are great. So enthusiastic, friendly and helpful! Special mention to Jasmine whom has served us upon a few occasions now and whom is so knowledgeable and passionate about the brand/products and nothing is of too much trouble for her.  It’s a pleasure to shop there as you never feel under any pressure to buy and the quality of the products is second to none!",5,2026-06-09 19:58:47+00:00,Trustpilot
Boohoo,Fast Fashion,If I could leave a zero star I would…,If I could leave a zero star I would there customer service is shit! First off I paid for next day delivery which they failed to do took 48hrs for me to even get a response from an actual agent… THEN when I finally got the order it was the wrong item!!!!!! Now taken over 48hrs for an agent to respond which I am still waiting to hear from. Don’t waste your time !!!!,1,2026-06-09 19:09:58+00:00,Trustpilot
Boohoo,Fast Fashion,I bought a faux leather coat,I bought a faux leather coat. When the item arrived I was happy with the style and quality. Part of the design feature of the coat was the leather straps around the wrist part. One of them was missing. After days emailing over and back they decided they would refund me 50% of the cost. I didn't request any refund I wanted the strap but they said they wouldn't send me the strap and basically just accept the partial refund or send it back for a full refund. The coat is really no good to me without the design feature which caused me to choose it in the first place. Very disappointing,2,2026-06-09 18:58:27+00:00,Trustpilot
Rapanui,Ethical Fashion,(surfing towels) lovely,"(surfing towels) lovely, thick quality and generous size. colours are gorgeous. Not cheap - quality justifies this Customer service really quick and helpful",5,2026-06-09 16:27:01+00:00,Trustpilot
Boohoo,Fast Fashion,Horrible...,"Horrible customer service.... no better way to put it, simply Horrible",1,2026-06-09 15:50:05+00:00,Trustpilot
ASOS,Fast Fashion,Extremely disappointing experience.,"Extremely disappointing experience. I placed an order that was supposed to arrive before an upcoming trip. After the delivery date passed, I was told it would arrive a few days later. Then I was told it never even left the warehouse. I requested a replacement, but ASOS took so long to process it that the items went out of stock and my order was ultimately canceled and refunded. At the same time, my second order was also delayed and won’t arrive before my trip either. The worst part was customer support. After multiple chats and repeated requests for a supervisor, I spent hours getting the same scripted responses over and over. The agent didn’t seem to understand the issue and kept claiming a replacement was being processed when the order had already been canceled. I’ve been a loyal customer for over 10 years, but this experience showed a complete lack of urgency, accountability, and customer care.",1,2026-06-09 15:29:33+00:00,Trustpilot
Boohoo,Fast Fashion,Pathetic packaging items arrived damaged,I ordered three body moisturisers from boo-hoo they arrived completely smashed which is not a surprise because if you put three large plastic items literally just in a plastic bag and expect it to get through the post it’s not going to arrive in perfect condition. I am so upset I paid over £82 for these products and they are fit for the bin now if I do not get a full refund or exchange I will take matter as much further. I do not recommend this company. They do not have a telephone number to call them and I cannot see anywhere where I can contact them. It’s beyond PATHETIC!!!,1,2026-06-09 15:24:29+00:00,Trustpilot
Boohoo,Fast Fashion,Order three tops all three were cr*p,Order three tops all three were cr*p. Cheap material and just ugly. $15 for postage for them to send then another $15 if you want to return. Don’t waste your money.,1,2026-06-09 11:09:29+00:00,Trustpilot
ASOS,Fast Fashion,My order didn't arrive - no replacement,"My order didn't arrive. Customer services said they'd resent it, it still didn't arrive. Unsatisfactory replies from very slow customer services. 3.5 weeks onwards & I still don't have the item or a sensible answer.",1,2026-06-09 10:03:49+00:00,Trustpilot
ASOS,Fast Fashion,Unwanted notifications,"Why do you keep sending me notifications that I have neither requested nor signed up for? In my settings, I have only allowed notifications regarding items being in stock. Yet you keep spamming me with ads.",1,2026-06-09 09:33:39+00:00,Trustpilot
ASOS,Fast Fashion,Fast delivery & easy returns process,Fast delivery & easy returns process : ),5,2026-06-08 21:31:46+00:00,Trustpilot
Missguided,Fast Fashion,Item not sent from misguided,"Item not sent from misguided, it was sent from some random warehouse in china, item stitching broken and it’s asking me to pay for a return? Absolutely disgusting. Nobody will get back to me or help me. Totally unacceptable behaviour.",1,2026-06-08 21:15:33+00:00,Trustpilot
ASOS,Fast Fashion,Damaged Shoes Received,"Ordered a pair of shoes for a special occasion. Shoes had come apart on the cushioned sole, on both shoes. They were obviously dispatched like this, where is the quality control?. I have sent back for a full refund. But I wanted to speak with customer service because I was so disappointed. They did not offer a discount or any compensation. I would not use again. Very poor.",1,2026-06-08 19:49:58+00:00,Trustpilot
Boohoo,Fast Fashion,Absolutely terrible customer service,"Absolutely terrible customer service, taken money from me, order wasnt placed, getting no where with AI ! As dont have an order number - cannot make contact with anyone to speak to them - just keep getting generic email reply. Terrible, certainly will not be ordering from them again!",1,2026-06-08 19:21:02+00:00,Trustpilot
Boohoo,Fast Fashion,Poor customer service,Poor customer service. I had to wait weeks for a refund and then they say they are going to deduct a £1.99 return fee. What a joke!! Won't be buying anything from them again!!,1,2026-06-08 16:33:54+00:00,Trustpilot
Boohoo,Fast Fashion,Awful customer service,"Awful customer service! I won’t use this company for myself again. I ordered a selection of dresses for a wedding, one was delivered damaged. The ‘contact’ option is by a text message which takes hours to get a reply and then you often get swapped to another operator who knows nothing about the situation so you have to explain again. They tried to charge me delivery for a replacement of the damaged dress then kept my money which I was due for my returned items for over a month even though I had the tracking receipt from Royal Mail to confirm they’d had them back. I then logged a complaint on 2 separate occasions regarding the service and am still waiting for a reply. This was on 16th May!!!!!!!! Unacceptable……",1,2026-06-08 09:53:05+00:00,Trustpilot
Boohoo,Fast Fashion,Money taken from my sons account,"Money taken from my sons account - no order number, no records in recent orders, Ai customer support. Still trying to get refund and getting no where.",1,2026-06-06 23:17:55+00:00,Trustpilot
Rapanui,Ethical Fashion,"Nice garment, but...","The 2 hooded fleeces appear to be good quality and felt lovely and soft. The negatives were the time it took to receive the products (probably too used to quicker organisations) and the sizing. I am a size 14, so ordered medium. They were huge. Would easily fit 16plus with room to spare. However, I  liked the quality and colours so have ordered again,  but in small size.",4,2026-06-06 17:54:46+00:00,Trustpilot
Boohoo,Fast Fashion,The quality of the clothes has not been…,"The quality of the clothes has not been satisfactory. The stitching for yellow trousers was part yellow, part black. There was a hole in my recent purchase and boohoo are not offering a refund, there is not the option to select faulty item on their portal to complete a return, their customer service asks the same questions again and again without resolving the issue. Would not recommend.",1,2026-06-06 15:25:34+00:00,Trustpilot
Boohoo,Fast Fashion,If I could do ZERO stars I would.,"Be careful, I,ve had £2.99 delivery + added to my bill, told them I didn,t ask for it so why? No answer except its to make sure my parcel gets to me??? Like a kinda insurance, how thats meant to stop theft or disappearance of parcels god knows. Thought thats what I paid £3.99 delivery for . This company are adding on ££ that you,ve not asked for  so before you press that checkout button....CHECK DETAILS...They've had £2.99 delivery+ AND £3.99 delivery So even if you send all back, they still make money from people ... Fuming....almost £7 gone!! And a month waiting on a refund !! Lesson learnt, won't buy again If I could do zero stars I would.",1,2026-06-06 14:07:19+00:00,Trustpilot
Boohoo,Fast Fashion,Kai was helpful and answered all my…,Kai was helpful and answered all my questions about return process.,5,2026-06-06 13:55:03+00:00,Trustpilot
Rapanui,Ethical Fashion,My new favourite company,"My new favourite company. Saw the advert was a little sceptical about quality due to price of bundle but loved the story. I need bot have worried, love the feel  the weight of material and the fit. That added to the way they care for the planet means this won't be my last order. Summer is sorted now on to Autumn wardrobe!!! Thanks Davs",5,2026-06-06 12:20:19+00:00,Trustpilot
Missguided,Fast Fashion,Warning!,"Warning! I strongly advise against buying from Missguided, which is now owned by SHEIN (something I unfortunately was unaware of when placing my order). The clothes I received were in terrible condition and several items were faulty. I ended up spending both a significant amount of time and money trying to return the order. Not only did I never receive a refund, but I also had to pay for two separate return shipments because the return address provided by the company did not exist. Customer service was equally disappointing. After the initial response, my emails were essentially ignored, and no meaningful assistance was provided. At this point, I simply want to move on from this frustrating experience and accept the money I have lost due to this unprofessional company. I therefore requested that my account and personal data should be deleted in accordance with my rights under GDPR, but this request has also been ignored. Based on my experience, I would strongly recommend that others avoid both Missguided and SHEIN.",1,2026-06-06 11:12:14+00:00,Trustpilot
Boohoo,Fast Fashion,Dont buy from them,"I bought two of the same dress so I could compare size. I did not receive a booking information email and the parcel came without any paperwork. One dress was marked and neither were suitable so I wanted to return these. You can only speak to a bot through Facebook messenger. It takes an age to get a response and when you respond it goes unanswered. Ive been asked for the same information I had already provided 4 times and still a week down the line I have had no answers, and stuck with 2 dresses one of which is marked. I had used boohoo previously but I will never use them again and strongly advise anyone not to use them. Customer service is terrible. Dresses are marked when they arrive. No purchasing information shared. No paperwork shared. Disgusting.",1,2026-06-06 10:10:41+00:00,Trustpilot
Boohoo,Fast Fashion,As the tracking on my delivery app says…,"As the tracking on my delivery app says that it has been delivered, Kai reassured me that its still on its way and maybe a misscommunication between the delivery service and the boohoo app. Thank you Kai for following up my parcel.",5,2026-06-05 21:19:59+00:00,Trustpilot
Boohoo,Fast Fashion,Struggled to get any information about…,"Struggled to get any information about my return and refund in the beginning, but then Theo got in touch and was sorted really fast thankfully. 5 stars for Theo",3,2026-06-05 21:16:55+00:00,Trustpilot
Rapanui,Ethical Fashion,Good quality clothing,Good quality clothing. Had an issue with the delivery address and the customer service was excellent.,5,2026-06-05 15:07:14+00:00,Trustpilot
Boohoo,Fast Fashion,I have had a good experience with Carson,"I have had a good experience with customer service with fast replies and then understanding my concerns, all of my refunds being processed and then being able to help me with enquiries was amazing. I had a day wait at the start that put me down a bit but the amazing response after made it better. Carson was great and easy to talk to and understood my enquiry.",4,2026-06-05 12:27:00+00:00,Trustpilot
Boohoo,Fast Fashion,Cannot generate a return,"I am trying to generate a return. I then enter the returns portal, enter my details and my order is displayed. Once I select the item I want to return I am taken to a new page. My item is no longer displayed (missing as an option) and I cannot generate a return. I have sent numerous emails and I'm getting a generic response. If I could actually talk to a human they could easily rectify this and generate a return. I'm sure a response here will say send a message or include a reference number I have!",1,2026-06-05 12:22:33+00:00,Trustpilot
Boohoo,Fast Fashion,Very bad from service point of view and…,"Very bad from service point of view and quality, they charge you for retour making it not attractive to order and even the shortage return amount you don’t get it! Very bad experience!",1,2026-06-05 10:58:09+00:00,Trustpilot
Boohoo,Fast Fashion,Never will i order from this company…,Never will i order from this company again. I ordered a bag on the boohoo website which took over a week to arrive. This was now too late. As I no longer needed it I raised a return to send it back. Was told to contact london aftershock as this was where the bag is actually from...After two further emails ...IT  then took a further week to receive the returns paperwork as its all paperless now. I sent the item back as soon as I received the paperwork. Over 3 weeks later im still emailing them as I have not received any refund. I was told by boohoo to contact aftershock london as the bag was from them via the boohoo website. London aftershock has now told me they have processed it so now I have to contact boohoo again to see where my refund is  !! Absolute farce .,1,2026-06-04 22:09:04+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Customer service are great,"Customer service are great, very quick to respond and love the clothes. Especially the fleeces. Great there is a shop in Canterbury too",5,2026-06-04 20:27:51+00:00,Trustpilot
Boohoo,Fast Fashion,The way this company treat their…,"The way this company treat their customers is disgusting! Be very wary when buying from these as when you check out it automatically adds their premium subscription to your basket and if like me, you do not realise to uncheck the box, you are charged £9.99. This is very misleading! Customer service refused to issue a refund despite it stating in their terms and conditions that you have a 14 day cooling off period to cancel the subscription. After telling them i was contacting the Retail ADR team and citizens advice they agreed to deactivate the subscription and said I would receive a refund within 5 days. I never received anything and the subscription is still running. Looks like I have a yearly subscrption for a service I will never use again!",1,2026-06-04 17:12:54+00:00,Trustpilot
Boohoo,Fast Fashion,Incorrect item delivered (I paid extra…,"Incorrect item delivered (I paid extra for next day delivery). Tried contacting them via messenger, because that's the only option. And no reply in over 24 hours. I won't be using them again.",1,2026-06-04 16:45:28+00:00,Trustpilot
Boohoo,Fast Fashion,Wrong sizes then no refund,"Ordered a 3 piece set in size S, one piece came as L, another XS and another S. No help from boohoo just told to return. Returned item and a month later still received no refund. Won’t be buying from boohoo again.",1,2026-06-04 12:59:10+00:00,Trustpilot
Boohoo,Fast Fashion,AVOID!,"Ordered a bundle of clothes amounting to £200+, unfortunately most of the items were either poorly made or cheap horrible material and looked completely different to advertised. On returning them, boohoo failed to refund me for an item included in the return. So I have contacted their customer services multiple times, via text and messenger as is the only way, and they just keep asking for the same return number again and again and getting nowhere. Very frustrating process, shocking customer service, not giving my full refund and cheap poorly made clothing. AVOID!",1,2026-06-04 12:28:03+00:00,Trustpilot
Boohoo,Fast Fashion,Ridiculous new refund method,"What has happened to Boohoo???? I placed an order worth £120, everything that arrived was a terrible fit and really poorly made so I decided to return. What boohoo hadn’t updated anyone with was the fact they’ve changed the refund process. There is a choice at the start to select gift card or refund to payment method, however, gift card is selected at a default. So if you aren’t expecting this, and click continue, you automatically select “gift card” as your refund method. Once this is selected, it cannot be changed which I think is an absolute scam. I then never received the gift card confirmation and asked for it to be resent. I then came to using it this week, where I asked for the gift card to be reissued and was told it had exceeded the 90 day limit!? Which I couldn’t have been aware of as I never received it in the first place. So now I am £120 short and customer service have been of no help or understanding.",1,2026-06-04 10:06:08+00:00,Trustpilot
Boohoo,Fast Fashion,Horrible experience with disconnected…,"Horrible experience with disconnected customer service. I ordered pajamas for my wedding. 2 items I never received and I couldn’t reorder in time and in order to get a refund it took a 20 email thread with me providing the same information over and over again in order for the refund to be processed. The items I needed to return, I still haven’t been able to, once again they keep asking the same information over and over and I haven’t been able to send it back for over two weeks.and still no end in sight. The people you deal with are incompetent and it is so inconvenient I will definitely never be buying from them again. It shouldn’t be this hard to return items or get a refund when an error is made on their part.",1,2026-06-04 00:36:10+00:00,Trustpilot
Boohoo,Fast Fashion,The worst customer service …,"I ordered something Express delivery with my premier account on 18th May 26. It’s now 2nd June 26 and it hasn’t turned up. The item has clearly been lost by Evri, but boohoo haven’t refunded me yet. You can only contact an AI and it keeps moving the date I need to wait until I get my refund. It makes you jump through hoops just to tell you, actually wait another few days then get back to us. After you wait that extra few days you get the same again. Your customer service isn’t just bad, it’s none existent. Give me my money back now!!!! I’ll contact trading standards and I’m never shopping with you again.",2,2026-06-03 23:49:04+00:00,Trustpilot
Boohoo,Fast Fashion,Do not get a refund on a gift card. Customer Service is non existent,Never get a refund on a gift card from Boohoo. If a problem arises they will not help you and you loose any money that was on that gift card. They do not explain the t&c’s when issuing gift card. Customer service is non existent. I was also overcharged for postage and did not receive a reply after many attempts to contact them. They do not even deserve 1 star!,1,2026-06-03 21:30:32+00:00,Trustpilot
Rapanui,Ethical Fashion,Rapanui Customer Service,I contacted Rapanui Customer Service via a Facebook message and got a friendly and helpful reply to my enquiry.,5,2026-06-03 20:45:16+00:00,Trustpilot
