Brand,Category,Title,Text,Rating,Date,Source,Clean_Text
ASOS,Fast Fashion,I think even 1 star is too generous…,"I think even 1 star is too generous for the absolute joke that ASOS has become. I’ve been shopping on there for years now and never had any problems, but clearly they’re so financially screwed right now that they’ve just taken to scamming money from their customers. Ordered a Playsuit from them at the end of May, however when I tried it on the straps were way too short and not adjustable. I couldn’t even get it up. Don’t even get me started on the fact that they lie about their models heights making it extremely difficult to judge if things will fit. Either way I placed a return for this item only to receive an email stating that my return had been rejected. The reasons they stated were that the item was returned in a used and unsuitable condition which is absolutely ridiculous considering it was out of the bag less than 5 minutes. Just to be clear, the label was not removed and it was sent back in the exact bag it was sent in. Crazy, because if they deem the item used and unsuitable, that means it was sent out to me that way and they clearly don’t care about quality checks on clothing. Personally I think the item was in pristine condition and they’re just trying to money grab where they can at this point. I also want to clear up that I’m not a serial returner, I don’t ever order multiple sizes or even place huge orders in general. In fact my return rate is at 25% and I don’t often have issues. What’s really got to me about this whole situation is the lack of customer service or care. I managed to get in touch with a customer service agent on Sunday morning, who was the most unhelpful, unsympathetic person I’ve ever dealt with. He claimed he was escalating the situation and that I’d hear back about the outcome in no less than 24 hours and I’m yet to hear back. I’ve now been sat in the chat again since yesterday morning, going round in circles with an AI bot, waiting to be connected to an agent. Clearly shopping here isn’t worth the hassle anymore and I’ll be deleting my account with them.",1,2026-06-10 14:16:37+00:00,Trustpilot,think even star generous absolute joke asos become ive shopping year never problem clearly theyre financially screwed right theyve taken scamming money customer ordered playsuit end may however tried strap way short adjustable couldnt even get dont even get started fact lie model height making extremely difficult judge thing fit either way placed return item receive email stating return rejected reason stated item returned used unsuitable condition absolutely ridiculous considering bag less minute clear label removed sent back exact bag sent crazy deem item used unsuitable mean sent way clearly dont care quality check clothing personally think item pristine condition theyre trying money grab point also want clear im serial returner dont ever order multiple size even place huge order general fact return rate dont often issue whats really got whole situation lack customer service care managed get touch customer service agent sunday morning unhelpful unsympathetic person ive ever dealt claimed escalating situation id hear back outcome less hour im yet hear back ive sat chat since yesterday morning going round circle ai bot waiting connected agent clearly shopping isnt worth hassle anymore ill deleting account
Lucy & Yak,Ethical Fashion,Exchange process,"Recently had to return an item as too small, decided to exchange for a different item. The exchange process was really easy and I recieved my new item a few days later. Very speedy service",5,2026-06-10 13:13:11+00:00,Trustpilot,recently return item small decided exchange different item exchange process really easy recieved new item day later speedy service
ASOS,Fast Fashion,Truly terrible company,Truly terrible company. Paid for a year of next day delivery. How long did my delivery take? 5 DAYS Also the nerve to then reject a return that was one day late!!! Will never shop again. The amount of notifications from the app is so annoying I have deleted forever and will truly never use ASOS again.,1,2026-06-10 12:59:24+00:00,Trustpilot,truly terrible company paid year next day delivery long delivery take day also nerve reject return one day late never shop amount notification app annoying deleted forever truly never use asos
Boohoo,Fast Fashion,got conned into paying a extra £2.99 at…,got conned into paying a extra £2.99 at checkout on top.of the delivery charge as boo hoo  say you have to opt out of damage/lost or stolen so beware delivery will cost you double and they wont rermburse it if items lost/damaged or stolen its down to them anyway CON CON CON BEWARE THE EXTRA £2.99 U HAVE RO OPT OUT BUT YOU GET CAUGHT AS YOU DONT EVEN SEE IT,1,2026-06-10 12:32:09+00:00,Trustpilot,got conned paying extra checkout topof delivery charge boo hoo say opt damagelost stolen beware delivery cost double wont rermburse item lostdamaged stolen anyway con con con beware extra u ro opt get caught dont even see
ASOS,Fast Fashion,I've been really disappointed with ASOS…,"I've been really disappointed with ASOS lately. Customer service is lacking and getting help when there’s an issue can be frustrating and time-consuming. The quality and overall product range seem to have gone downhill significantly compared to previous years. It’s become much harder to find anything decent, and many items feel overpriced for what you actually receive. The website still offers a large selection, but sorting through it to find good-quality pieces is increasingly difficult. What used to be a go-to retailer now feels inconsistent and unreliable. When problems arise, customer support often falls short of expectations, making the experience even more disappointing. Overall, ASOS is not the retailer it once was. Between the decline in product quality and the poor customer service, I find it hard to recommend shopping there these days.",2,2026-06-10 11:39:29+00:00,Trustpilot,ive really disappointed asos lately customer service lacking getting help there issue frustrating timeconsuming quality overall product range seem gone downhill significantly compared previous year become much harder find anything decent many item feel overpriced actually receive website still offer large selection sorting find goodquality piece increasingly difficult used goto retailer feel inconsistent unreliable problem arise customer support often fall short expectation making experience even disappointing overall asos retailer decline product quality poor customer service find hard recommend shopping day
Rapanui,Ethical Fashion,Poor quality and customer service,"I have been a customer of Rapanui for several years but unfortunately I will not be purchasing from them again. I purchased several pairs of men's boxers which all came unstitched on the same seam. The items were not good quality and they did not last as long as other organic boxers I have purchased previously and, as an eco-conscious  customer, I am mindful that the durability of an item forms a considerable part of its overall sustainability. Customer services refunded me for one pair of the boxers but this does not address my concerns about the quality of the product. I was also disappointed with the customer service I received. There is no direct contact number and, after submitting an enquiry, I was emailed with a ticket number and had to wait several days for a response. On replying to the response given, I was then issued a new ticket number rather than being able to reply to the customer service advisor I had been dealing with and I have not received any further communication. My overall experience was very disappointing.",2,2026-06-10 10:09:47+00:00,Trustpilot,customer rapanui several year unfortunately purchasing purchased several pair men boxer came unstitched seam item good quality last long organic boxer purchased previously ecoconscious customer mindful durability item form considerable part overall sustainability customer service refunded one pair boxer address concern quality product also disappointed customer service received direct contact number submitting enquiry emailed ticket number wait several day response replying response given issued new ticket number rather able reply customer service advisor dealing received communication overall experience disappointing
Missguided,Fast Fashion,Never would I thought that returning…,Never would I thought that returning clothes would be so difficult. Never known a clothing company want pictures of proof of postage and don’t provide return labels. Still haven’t received my refund still can’t get through to the right team about my returns. What a shambles. When replying to the emails just don’t get response. Do not use this business. Quick to take you’re money,1,2026-06-10 08:48:09+00:00,Trustpilot,never would thought returning clothes would difficult never known clothing company want picture proof postage dont provide return label still havent received refund still cant get right team return shamble replying email dont get response use business quick take youre money
Boohoo,Fast Fashion,Very fast response and very helpful…,Very fast response and very helpful after my enquiry.,5,2026-06-10 08:21:00+00:00,Trustpilot,fast response helpful enquiry
Boohoo,Fast Fashion,"Returns a faff, but customer service good.","Items arrived fairly promptly. Was happy with one, but the other was not what I was expecting from the picture, so returned. Bit of a faff as I don't have an account and ordered as a guest. However, once I figured it out it was ok. Waited a week for them to say that they had got it and to let me know, eventually contacted customer services. Finn, bless him, replied promptly to say that it had been received and was in the process of being refunded. Full marks for customer service, less so for complicated returns procedure. And why no phone number? Would have been much easier with one.",3,2026-06-10 07:19:06+00:00,Trustpilot,item arrived fairly promptly happy one expecting picture returned bit faff dont account ordered guest however figured ok waited week say got let know eventually contacted customer service finn bless replied promptly say received process refunded full mark customer service less complicated return procedure phone number would much easier one
Boohoo,Fast Fashion,Kai was such a great help when I…,Good customer service. Kai was such a great help when I contacted boohoo on instagram for help and came across very nice!,5,2026-06-10 00:40:29+00:00,Trustpilot,good customer service kai great help contacted boohoo instagram help came across nice
Missguided,Fast Fashion,Poor excuse for an Ecomm business,"Poor quality items Returns process doesn't appear to work Asking to select a specific carrier, diverts to their website , evri, then doesnt recognise miss guided as a business. Contact support at missguided asked to up load proof of sending the return back via a contact form on their website but it has no option to upload. Lots of consistent reviews on here the same as mine.  Garbage scam business . Terrible . Save yourself the time and use AX Paris...",1,2026-06-09 22:11:00+00:00,Trustpilot,poor quality item return process doesnt appear work asking select specific carrier diverts website evri doesnt recognise miss guided business contact support missguided asked load proof sending return back via contact form website option upload lot consistent review mine garbage scam business terrible save time use ax paris
Boohoo,Fast Fashion,I liked how quick the items arrived.,I liked how quick the items arrived. Unfortunately because the shoes didn’t fit I had to return. It’s taken me 2/3 hrs to get to the return being actioned by Kai. After she looked into the request I had sent. The return portal wasn’t working it needs replacement ideas? Thank you to Kai for giving me good customer service. Just awaiting monies returned ( obviously when I’ve actually returned them .,3,2026-06-09 21:39:05+00:00,Trustpilot,liked quick item arrived unfortunately shoe didnt fit return taken hr get return actioned kai looked request sent return portal wasnt working need replacement idea thank kai giving good customer service awaiting monies returned obviously ive actually returned
Rapanui,Ethical Fashion,A query about V-necked t-shirts,"A query about V-necked t-shirts was dealt with quickly.  They do have them but seem a bit lost on the website.  Not immediately obvious, though now I know where to search. Maybe they could have a place on the main menu for themselves?  I've bought numerous items for myself and friends since Rapanui started and never had a faulty or unexpected size from them.  Really great quality products and designs.",5,2026-06-09 21:11:19+00:00,Trustpilot,query vnecked tshirts dealt quickly seem bit lost website immediately obvious though know search maybe could place main menu ive bought numerous item friend since rapanui started never faulty unexpected size really great quality product design
Finisterre,Ethical Fashion,The staff at the Cambridge store are…,"The staff at the Cambridge store are great. So enthusiastic, friendly and helpful! Special mention to Jasmine whom has served us upon a few occasions now and whom is so knowledgeable and passionate about the brand/products and nothing is of too much trouble for her.  It’s a pleasure to shop there as you never feel under any pressure to buy and the quality of the products is second to none!",5,2026-06-09 19:58:47+00:00,Trustpilot,staff cambridge store great enthusiastic friendly helpful special mention jasmine served u upon occasion knowledgeable passionate brandproducts nothing much trouble pleasure shop never feel pressure buy quality product second none
Boohoo,Fast Fashion,If I could leave a zero star I would…,If I could leave a zero star I would there customer service is shit! First off I paid for next day delivery which they failed to do took 48hrs for me to even get a response from an actual agent… THEN when I finally got the order it was the wrong item!!!!!! Now taken over 48hrs for an agent to respond which I am still waiting to hear from. Don’t waste your time !!!!,1,2026-06-09 19:09:58+00:00,Trustpilot,could leave zero star would customer service shit first paid next day delivery failed took hr even get response actual agent finally got order wrong item taken hr agent respond still waiting hear dont waste time
Boohoo,Fast Fashion,I bought a faux leather coat,I bought a faux leather coat. When the item arrived I was happy with the style and quality. Part of the design feature of the coat was the leather straps around the wrist part. One of them was missing. After days emailing over and back they decided they would refund me 50% of the cost. I didn't request any refund I wanted the strap but they said they wouldn't send me the strap and basically just accept the partial refund or send it back for a full refund. The coat is really no good to me without the design feature which caused me to choose it in the first place. Very disappointing,2,2026-06-09 18:58:27+00:00,Trustpilot,bought faux leather coat item arrived happy style quality part design feature coat leather strap around wrist part one missing day emailing back decided would refund cost didnt request refund wanted strap said wouldnt send strap basically accept partial refund send back full refund coat really good without design feature caused choose first place disappointing
